iter	Passed	Remaining
1202	7394	1825
1203	7402	1819
1204	7409	1814
1205	7417	1808
1206	7424	1802
1207	7431	1796
1208	7438	1790
1209	7445	1784
1210	7451	1778
1211	7458	1772
1212	7466	1766
1213	7473	1760
1214	7480	1754
1215	7486	1748
1216	7493	1742
1217	7500	1736
1218	7507	1730
1219	7512	1724
1220	7519	1718
1221	7524	1711
1222	7531	1705
1223	7538	1699
1224	7545	1693
1225	7552	1687
1226	7559	1681
1227	7566	1675
1228	7573	1670
1229	7580	1664
1230	7587	1657
1231	7594	1652
1232	7602	1646
1233	7609	1640
1234	7616	1634
1235	7624	1628
1236	7631	1622
1237	7639	1616
1238	7645	1610
1239	7653	1604
1240	7660	1598
1241	7668	1592
1242	7674	1586
1243	7680	1580
1244	7688	1574
1245	7695	1568
1246	7703	1562
1247	7710	1556
1248	7717	1550
1249	7721	1544
1250	7728	1538
1251	7736	1532
1252	7743	1526
1253	7750	1520
1254	7756	1514
1255	7763	1508
1256	7771	1502
1257	7778	1496
1258	7785	1490
1259	7791	1484
1260	7795	1477
1261	7802	1471
1262	7809	1465
1263	7816	1459
1264	7824	1453
1265	7831	1447
1266	7838	1441
1267	7844	1435
1268	7851	1429
1269	7858	1423
1270	7865	1417
1271	7873	1411
1272	7875	1404
1273	7882	1398
1274	7885	1391
1275	7887	1384
1276	7889	1377
1277	7896	1371
1278	7903	1365
1279	7911	1359
1280	7918	1353
1281	7922	1347
1282	7925	1340
